Number;Name;Type 1;Type 2;Abilities;HP;Att;Def;Spa;Spd;Spe;BST;Height;Weight;Generation;Experience type;Evolutionary Stage;Final Evolution;Catch Rate;Legendary;Mega Evolution;Alolan Form;Galarian Form;Against Normal;Against Fire;Against Water;Against Electric;Against Grass;Against Ice;Against Fighting;Against Poison;Against Ground;Against Flying;Against Psychic;Against Bug;Against Rock;Against Ghost;Against Dragon;Against Dark;Against Steel;Against Fairy
523;Zebstrika;Electric;;['Lightning Rod', 'Motor Drive', 'Sap Sipper'];75;100;63;80;63;116;497;1.6;79.5;5;Medium Fast;2;1;75;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
524;Roggenrola;Rock;;['Sand Force', 'Sturdy', 'Weak Armor'];55;75;85;25;25;15;280;0.4;18.0;5;Medium Slow;1;0;255;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
525;Boldore;Rock;;['Sand Force', 'Sturdy', 'Weak Armor'];70;105;105;50;40;20;390;0.9;102.0;5;Medium Slow;2;0;120;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
526;Gigalith;Rock;;['Sand Force', 'Sand Stream', 'Sturdy'];85;135;130;60;80;25;515;1.7;260.0;5;Medium Slow;3;1;45;0;0;0;0;0.5;0.5;2.0;1.0;2.0;1.0;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
527;Woobat;Psychic;Flying;['Klutz', 'Simple', 'Unaware'];65;45;43;55;43;72;323;0.4;2.1;5;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.3;1.0;0.0;1.0;0.5;1.0;2.0;2.0;1.0;2.0;1.0;1.0
528;Swoobat;Psychic;Flying;['Klutz', 'Simple', 'Unaware'];67;57;55;77;55;114;425;0.9;10.5;5;Medium Fast;2;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.3;1.0;0.0;1.0;0.5;1.0;2.0;2.0;1.0;2.0;1.0;1.0
529;Drilbur;Ground;;['Mold Breaker', 'Sand Force', 'Sand Rush'];60;85;40;30;45;68;328;0.3;8.5;5;Medium Fast;1;0;120;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0
530;Excadrill;Ground;Steel;['Mold Breaker', 'Sand Force', 'Sand Rush'];110;135;60;50;65;88;508;0.7;40.4;5;Medium Fast;2;1;60;0;0;0;0;0.5;2.0;2.0;0.0;1.0;1.0;2.0;0.0;2.0;0.5;0.5;0.5;0.3;1.0;0.5;1.0;0.5;0.5
531;Audino;Normal;;['Healer', 'Klutz', 'Regenerator'];103;60;86;60;86;50;445;1.1;31.0;5;Fast;1;1;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
531;Mega Audino;Normal;Fairy;['Healer'];103;60;126;80;126;50;545;1.5;32.0;6;Fast;1;1;255;0;1;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;0.0;0.0;0.5;2.0;1.0
532;Timburr;Fighting;;['Guts', 'Iron Fist', 'Sheer Force'];75;80;55;25;35;35;305;0.6;12.5;5;Medium Slow;1;0;180;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
533;Gurdurr;Fighting;;['Guts', 'Iron Fist', 'Sheer Force'];85;105;85;40;50;40;405;1.2;40.0;5;Medium Slow;2;0;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
534;Conkeldurr;Fighting;;['Guts', 'Iron Fist', 'Sheer Force'];105;140;95;55;65;45;505;1.4;87.0;5;Medium Slow;3;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
535;Tympole;Water;;['Hydration', 'Swift Swim', 'Water Absorb'];50;50;40;50;40;64;294;0.5;4.5;5;Medium Slow;1;0;255;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
536;Palpitoad;Water;Ground;['Hydration', 'Swift Swim', 'Water Absorb'];75;65;55;65;55;69;384;0.8;17.0;5;Medium Slow;2;0;120;0;0;0;0;1.0;0.5;1.0;0.0;4.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0
537;Seismitoad;Water;Ground;['Poison Touch', 'Swift Swim', 'Water Absorb'];105;95;75;85;75;74;509;1.5;62.0;5;Medium Slow;3;1;45;0;0;0;0;1.0;0.5;1.0;0.0;4.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0
538;Throh;Fighting;;['Guts', 'Inner Focus', 'Mold Breaker'];120;100;85;30;85;45;465;1.3;55.5;5;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
539;Sawk;Fighting;;['Inner Focus', 'Mold Breaker', 'Sturdy'];75;125;75;30;75;85;465;1.4;51.0;5;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;0.5;1.0;2.0
540;Sewaddle;Bug;Grass;['Chlorophyll', 'Overcoat', 'Swarm'];45;53;70;40;60;42;310;0.3;2.5;5;Medium Slow;1;0;255;0;0;0;0;1.0;4.0;0.5;0.5;0.3;2.0;0.5;2.0;0.3;4.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
541;Swadloon;Bug;Grass;['Chlorophyll', 'Leaf Guard', 'Overcoat'];55;63;90;50;80;42;380;0.5;7.3;5;Medium Slow;2;0;120;0;0;0;0;1.0;4.0;0.5;0.5;0.3;2.0;0.5;2.0;0.3;4.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
542;Leavanny;Bug;Grass;['Chlorophyll', 'Overcoat', 'Swarm'];75;103;80;70;80;92;500;1.2;20.5;5;Medium Slow;3;1;45;0;0;0;0;1.0;4.0;0.5;0.5;0.3;2.0;0.5;2.0;0.3;4.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
543;Venipede;Bug;Poison;['Poison Point', 'Speed Boost', 'Swarm'];30;45;59;30;39;57;260;0.4;5.3;5;Medium Slow;1;0;255;0;0;0;0;1.0;2.0;1.0;1.0;0.3;1.0;0.3;0.5;1.0;2.0;2.0;0.5;2.0;1.0;1.0;1.0;1.0;0.5
544;Whirlipede;Bug;Poison;['Poison Point', 'Speed Boost', 'Swarm'];40;55;99;40;79;47;360;1.2;58.5;5;Medium Slow;2;0;120;0;0;0;0;1.0;2.0;1.0;1.0;0.3;1.0;0.3;0.5;1.0;2.0;2.0;0.5;2.0;1.0;1.0;1.0;1.0;0.5
545;Scolipede;Bug;Poison;['Poison Point', 'Speed Boost', 'Swarm'];60;100;89;55;69;112;485;2.5;200.5;5;Medium Slow;3;1;45;0;0;0;0;1.0;2.0;1.0;1.0;0.3;1.0;0.3;0.5;1.0;2.0;2.0;0.5;2.0;1.0;1.0;1.0;1.0;0.5
546;Cottonee;Grass;Fairy;['Chlorophyll', 'Infiltrator', 'Prankster'];40;27;60;37;50;66;280;0.3;0.6;5;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;4.0;0.5;2.0;1.0;1.0;1.0;1.0;0.0;0.5;2.0;1.0
547;Whimsicott;Grass;Fairy;['Chlorophyll', 'Infiltrator', 'Prankster'];60;67;85;77;75;116;480;0.7;6.6;5;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;0.5;4.0;0.5;2.0;1.0;1.0;1.0;1.0;0.0;0.5;2.0;1.0
548;Petilil;Grass;;['Chlorophyll', 'Leaf Guard', 'Own Tempo'];45;35;50;70;50;30;280;0.5;6.6;5;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
549;Lilligant;Grass;;['Chlorophyll', 'Leaf Guard', 'Own Tempo'];70;60;75;110;75;90;480;1.1;16.3;5;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
550;Basculin;Water;;['Adaptability', 'Mold Breaker', 'Reckless'];70;92;65;80;55;98;460;1.0;18.0;5;Medium Fast;1;1;25;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
551;Sandile;Ground;Dark;['Anger Point', 'Intimidate', 'Moxie'];50;72;35;35;35;65;292;0.7;15.2;5;Medium Slow;1;0;180;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;2.0;0.5;1.0;1.0;0.0;2.0;0.5;0.5;1.0;0.5;1.0;2.0
552;Krokorok;Ground;Dark;['Anger Point', 'Intimidate', 'Moxie'];60;82;45;45;45;74;351;1.0;33.4;5;Medium Slow;2;0;90;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;2.0;0.5;1.0;1.0;0.0;2.0;0.5;0.5;1.0;0.5;1.0;2.0
553;Krookodile;Ground;Dark;['Anger Point', 'Intimidate', 'Moxie'];95;117;80;65;70;92;519;1.5;96.3;5;Medium Slow;3;1;45;0;0;0;0;1.0;1.0;2.0;0.0;2.0;2.0;2.0;0.5;1.0;1.0;0.0;2.0;0.5;0.5;1.0;0.5;1.0;2.0
554;Darumaka;Fire;;['Hustle', 'Inner Focus'];70;90;45;15;45;50;315;0.6;37.5;5;Medium Slow;1;0;120;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
554;Galarian Darumaka;Ice;;['Hustle', 'Inner Focus'];70;90;45;15;45;50;315;0.7;40.0;8;Medium Slow;1;0;120;0;0;0;1;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
555;Darmanitan;Fire;;['Sheer Force', 'Zen Mode'];105;140;55;30;55;95;480;1.3;92.9;5;Medium Slow;2;0;60;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;0.5
555;Darmanitan Zen-Mode;Fire;Psychic;['Zen Mode'];105;30;105;140;105;55;540;1.3;92.9;5;Medium Slow;2;0;60;0;0;0;0;1.0;0.5;2.0;1.0;0.5;0.5;0.5;1.0;2.0;1.0;0.5;1.0;2.0;2.0;1.0;2.0;0.5;0.5
555;Galarian Darmanitan;Ice;;['Gorilla Tactics', 'Zen Mode'];105;140;55;30;55;95;480;1.7;120.0;8;Medium Slow;2;0;60;0;0;0;1;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
555;Galarian Darmanitan Zen-Mode;Ice;Fire;['Gorilla Tactics', 'Zen Mode'];105;160;55;30;55;135;540;1.7;120.0;8;Medium Slow;2;0;60;0;0;0;1;1.0;1.0;2.0;1.0;0.5;0.3;2.0;1.0;2.0;1.0;1.0;0.5;4.0;1.0;1.0;1.0;1.0;0.5
556;Maractus;Grass;;['Chlorophyll', 'Storm Drain', 'Water Absorb'];75;86;67;106;67;60;461;1.0;28.0;5;Medium Fast;1;1;255;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;1.0;2.0;0.5;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
557;Dwebble;Bug;Rock;['Shell Armor', 'Sturdy', 'Weak Armor'];50;65;85;35;35;55;325;0.3;14.5;5;Medium Fast;1;0;190;0;0;0;0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
558;Crustle;Bug;Rock;['Shell Armor', 'Sturdy', 'Weak Armor'];70;105;125;65;75;45;485;1.4;200.0;5;Medium Fast;2;1;75;0;0;0;0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
559;Scraggy;Dark;Fighting;['Intimidate', 'Moxie', 'Shed Skin'];50;75;70;35;70;48;348;0.6;11.8;5;Medium Fast;1;0;180;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;0.0;1.0;0.5;0.5;1.0;0.3;1.0;4.0
560;Scrafty;Dark;Fighting;['Intimidate', 'Moxie', 'Shed Skin'];65;90;115;45;115;58;488;1.1;30.0;5;Medium Fast;2;1;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;0.0;1.0;0.5;0.5;1.0;0.3;1.0;4.0
561;Sigilyph;Psychic;Flying;['Magic Guard', 'Tinted Lens', 'Wonder Skin'];72;58;80;103;80;97;490;1.4;14.0;5;Medium Fast;1;1;45;0;0;0;0;1.0;1.0;1.0;2.0;0.5;2.0;0.3;1.0;0.0;1.0;0.5;1.0;2.0;2.0;1.0;2.0;1.0;1.0
562;Yamask;Ghost;;['Mummy'];38;30;85;55;65;30;303;0.5;1.5;5;Medium Fast;1;0;190;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
562;Galarian Yamask;Ground;Ghost;['Wandering Spirit'];38;55;85;30;65;30;303;0.5;1.5;8;Medium Fast;1;0;190;0;0;0;1;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.3;1.0;1.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0
563;Cofagrigus;Ghost;;['Mummy'];58;50;145;95;105;30;483;1.7;76.5;5;Medium Fast;2;1;90;0;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;1.0;1.0
564;Tirtouga;Water;Rock;['Solid Rock', 'Sturdy', 'Swift Swim'];54;78;103;53;45;22;355;0.7;16.5;5;Medium Fast;1;0;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
565;Carracosta;Water;Rock;['Solid Rock', 'Sturdy', 'Swift Swim'];74;108;133;83;65;32;495;1.2;81.0;5;Medium Fast;2;1;45;0;0;0;0;0.5;0.3;1.0;2.0;4.0;0.5;2.0;0.5;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
566;Archen;Rock;Flying;['Defeatist'];55;112;45;74;45;70;401;0.5;9.5;5;Medium Fast;1;0;45;0;0;0;0;0.5;0.5;2.0;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0
567;Archeops;Rock;Flying;['Defeatist'];75;140;65;112;65;110;567;1.4;32.0;5;Medium Fast;2;1;45;0;0;0;0;0.5;0.5;2.0;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;2.0;1.0
568;Trubbish;Poison;;['Aftermath', 'Stench', 'Sticky Hold'];50;50;62;40;62;65;329;0.6;31.0;5;Medium Fast;1;0;190;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
569;Garbodor;Poison;;['Aftermath', 'Stench', 'Weak Armor'];80;95;82;60;82;75;474;1.9;107.3;5;Medium Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.5
570;Zorua;Dark;;['Illusion'];40;65;40;80;40;65;330;0.7;12.5;5;Medium Slow;1;0;75;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
571;Zoroark;Dark;;['Illusion'];60;105;60;120;60;105;510;1.6;81.1;5;Medium Slow;2;1;45;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
572;Minccino;Normal;;['Cute Charm', 'Skill Link', 'Technician'];55;50;40;40;40;75;300;0.4;5.8;5;Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
573;Cinccino;Normal;;['Cute Charm', 'Skill Link', 'Technician'];75;95;60;65;60;115;470;0.5;7.5;5;Fast;2;1;60;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
574;Gothita;Psychic;;['Competitive', 'Frisk', 'Shadow Tag'];45;30;50;55;65;45;290;0.4;5.8;5;Medium Slow;1;0;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
575;Gothorita;Psychic;;['Competitive', 'Frisk', 'Shadow Tag'];60;45;70;75;85;55;390;0.7;18.0;5;Medium Slow;2;0;100;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
576;Gothitelle;Psychic;;['Competitive', 'Frisk', 'Shadow Tag'];70;55;95;95;110;65;490;1.5;44.0;5;Medium Slow;3;1;50;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
577;Solosis;Psychic;;['Magic Guard', 'Overcoat', 'Regenerator'];45;30;40;105;50;20;290;0.3;1.0;5;Medium Slow;1;0;200;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
578;Duosion;Psychic;;['Magic Guard', 'Overcoat', 'Regenerator'];65;40;50;125;60;30;370;0.6;8.0;5;Medium Slow;2;0;100;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
579;Reuniclus;Psychic;;['Magic Guard', 'Overcoat', 'Regenerator'];110;65;75;125;85;30;490;1.0;20.1;5;Medium Slow;3;1;50;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
580;Ducklett;Water;Flying;['Big Pecks', 'Hydration', 'Keen Eye'];62;44;50;44;50;55;305;0.5;5.5;5;Medium Fast;1;0;190;0;0;0;0;1.0;0.5;0.5;4.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
581;Swanna;Water;Flying;['Big Pecks', 'Hydration', 'Keen Eye'];75;87;63;87;63;98;473;1.3;24.2;5;Medium Fast;2;1;45;0;0;0;0;1.0;0.5;0.5;4.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
582;Vanillite;Ice;;['Ice Body', 'Snow Cloak', 'Weak Armor'];36;50;50;65;60;44;305;0.4;5.7;5;Slow;1;0;255;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
583;Vanillish;Ice;;['Ice Body', 'Snow Cloak', 'Weak Armor'];51;65;65;80;75;59;395;1.1;41.0;5;Slow;2;0;120;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
584;Vanilluxe;Ice;;['Ice Body', 'Snow Warning', 'Weak Armor'];71;95;85;110;95;79;535;1.3;57.5;5;Slow;3;1;45;0;0;0;0;1.0;2.0;1.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
585;Deerling;Normal;Grass;['Chlorophyll', 'Sap Sipper', 'Serene Grace'];60;60;50;40;50;75;335;0.6;19.5;5;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;2.0;2.0;0.5;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0
586;Sawsbuck;Normal;Grass;['Chlorophyll', 'Sap Sipper', 'Serene Grace'];80;100;70;60;70;95;475;1.9;92.5;5;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.5;2.0;2.0;2.0;0.5;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0
587;Emolga;Electric;Flying;['Motor Drive', 'Static'];55;75;60;75;60;103;428;0.4;5.0;5;Medium Fast;1;1;200;0;0;0;0;1.0;1.0;1.0;1.0;0.5;2.0;0.5;1.0;0.0;0.5;1.0;0.5;2.0;1.0;1.0;1.0;0.5;1.0
588;Karrablast;Bug;;['No Guard', 'Shed Skin', 'Swarm'];50;75;45;40;45;60;315;0.5;5.9;5;Medium Fast;1;0;200;0;0;0;0;1.0;2.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
589;Escavalier;Bug;Steel;['Overcoat', 'Shell Armor', 'Swarm'];70;135;105;60;105;20;495;1.0;33.0;5;Medium Fast;2;1;75;0;0;0;0;0.5;4.0;1.0;1.0;0.3;0.5;1.0;0.0;1.0;1.0;0.5;0.5;1.0;1.0;0.5;1.0;0.5;0.5
590;Foongus;Grass;Poison;['Effect Spore', 'Regenerator'];69;55;45;55;55;15;294;0.2;1.0;5;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;0.5;0.5;0.3;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5
591;Amoonguss;Grass;Poison;['Effect Spore', 'Regenerator'];114;85;70;85;80;30;464;0.6;10.5;5;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;0.5;0.5;0.3;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5
592;Frillish;Water;Ghost;['Cursed Body', 'Damp', 'Water Absorb'];55;40;50;65;85;40;335;1.2;33.0;5;Medium Fast;1;0;190;0;0;0;0;0.0;0.5;0.5;2.0;2.0;0.5;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;0.5;1.0
593;Jellicent;Water;Ghost;['Cursed Body', 'Damp', 'Water Absorb'];100;60;70;85;105;60;480;2.2;135.0;5;Medium Fast;2;1;60;0;0;0;0;0.0;0.5;0.5;2.0;2.0;0.5;0.0;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;2.0;0.5;1.0
594;Alomomola;Water;;['Healer', 'Hydration', 'Regenerator'];165;75;80;40;45;65;470;1.2;31.6;5;Fast;1;1;75;0;0;0;0;1.0;0.5;0.5;2.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
595;Joltik;Bug;Electric;['Swarm', 'Unnerve'];50;47;50;57;50;65;319;0.1;0.6;5;Medium Fast;1;0;190;0;0;0;0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
596;Galvantula;Bug;Electric;['Swarm', 'Unnerve'];70;77;60;97;60;108;472;0.8;14.3;5;Medium Fast;2;1;75;0;0;0;0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0
597;Ferroseed;Grass;Steel;['Iron Barbs'];44;50;91;24;86;10;305;0.6;18.8;5;Medium Fast;1;0;255;0;0;0;0;0.5;4.0;0.5;0.5;0.3;1.0;2.0;0.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;1.0;0.5;0.5
598;Ferrothorn;Grass;Steel;['Anticipation', 'Iron Barbs'];74;94;131;54;116;20;489;1.0;110.0;5;Medium Fast;2;1;90;0;0;0;0;0.5;4.0;0.5;0.5;0.3;1.0;2.0;0.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;1.0;0.5;0.5
599;Klink;Steel;;['Clear Body', 'Minus', 'Plus'];40;55;70;45;60;30;300;0.3;21.0;5;Medium Slow;1;0;130;0;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
600;Klang;Steel;;['Clear Body', 'Minus', 'Plus'];60;80;95;70;85;50;440;0.6;51.0;5;Medium Slow;2;0;60;0;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
601;Klinklang;Steel;;['Clear Body', 'Minus', 'Plus'];60;100;115;70;85;90;520;0.6;81.0;5;Medium Slow;3;1;30;0;0;0;0;0.5;2.0;1.0;1.0;0.5;0.5;2.0;0.0;2.0;0.5;0.5;0.5;0.5;1.0;0.5;1.0;0.5;0.5
602;Tynamo;Electric;;['Levitate'];35;55;40;45;40;60;275;0.2;0.3;5;Slow;1;0;190;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
603;Eelektrik;Electric;;['Levitate'];65;85;70;75;70;40;405;1.2;22.0;5;Slow;2;0;60;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
604;Eelektross;Electric;;['Levitate'];85;115;80;105;80;50;515;2.1;80.5;5;Slow;3;1;30;0;0;0;0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
605;Elgyem;Psychic;;['Analytic', 'Synchronize', 'Telepathy'];55;55;55;85;55;30;335;0.5;9.0;5;Medium Fast;1;0;255;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
606;Beheeyem;Psychic;;['Analytic', 'Synchronize', 'Telepathy'];75;75;75;125;95;40;485;1.0;34.5;5;Medium Fast;2;1;90;0;0;0;0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;2.0;1.0;1.0
